Page URL,File,Page Title,Meta Description Status,H1 Count,H1 Text,Shared JS,GA Present,GTM Present,HubSpot Present,reCAPTCHA Present,Known Issues,Owner,Status,Notes
/our-focus/cost-and-efficiency,our-focus/cost-and-efficiency/index.html,Celsior | AI-First Digital Engineering,Present,1,Engineering efficiency that pays for itself.,yes,no,no,no,no,Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779985981/28_qikjz7.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779986988/Icons_4_etxloa.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779985981/29_pasbwj.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779986929/15_szaicn.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779986929/14_udss8c.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779986928/13_gdwxgs.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344436/10_itipga.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344432/11_sc8d1p.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344433/12_sen1lr.png,,Needs Review,
/our-focus/digital-experience,our-focus/digital-experience/index.html,Celsior | AI-First Digital Engineering,Present,1,Experience the difference. Engineered for your customer.,yes,yes,no,no,no,Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779333813/21_kfyexy.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779333814/22_bivfvo.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779333813/23_qjsf2c.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779334925/4_oskntq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779334925/5_detght.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779334926/6_b6mwba.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344436/10_itipga.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344432/11_sc8d1p.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344433/12_sen1lr.png,,Needs Review,
/our-focus,our-focus/index.html,Celsior | AI-First Digital Engineering,Present,1,AI-First digital engineering that evolves at the speed of your business.,yes,no,no,no,no,Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778616276/9_sg1ssf.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778616276/10_vklfrz.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778616276/11_ojaddh.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778615984/1_rsqe5e.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778615985/2_rqynuj.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778615983/3_gt3g7i.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778614980/4_ywqbo9.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778614983/5_eokkdp.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778614981/6_xp1ryj.png,,Needs Review,
/our-focus/risk-and-compliance,our-focus/risk-and-compliance/index.html,Celsior | AI-First Digital Engineering,Present,1,Regulated by design. Resilient by architecture.,yes,no,no,no,no,Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779333813/21_kfyexy.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779333814/22_bivfvo.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779333813/23_qjsf2c.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779350173/7_otkdvq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779350173/8_v5zcla.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779350173/9_ilktg5.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344436/10_itipga.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344432/11_sc8d1p.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344433/12_sen1lr.png,,Needs Review,
/partner-ecosystem,partner-ecosystem.html,Partner Ecosystem — Celsior,Present,1,Your Platform Investment Performs Better With a Certified Practice Behind It.,yes,no,no,no,no,,,Needs Review,
/partners/guidewire,partners/guidewire/index.html,Celsior | AI-First Digital Engineering,Present,2,GUIDEWIRE TECHNICAL PARTNER · P&C INSURANCE INTELLIGENCE | Take your Guidewire platform from implementation to competitive advantage.,yes,no,no,no,no,Content/SEO: Multiple H1s found: 2 | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780658116/65_gjtwlr.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780658116/66_l02jkd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780658117/67_gmll0z.png,,Needs Review,
/partners,partners/index.html,Partner Ecosystem — Celsior,Present,1,Your Platform Investment Performs Better With a Certified Practice Behind It.,yes,no,no,no,no,,,Needs Review,
/partners/jack-henry,partners/jack-henry/index.html,Celsior | AI-First Digital Engineering,Present,2,JACK HENRY FINTECH INTEGRATION NETWORK MEMBER · BANKING INTELLIGENCE | Community and regional banks that outperform their peers run tighter operations on Jack Henry.,yes,no,no,no,no,Content/SEO: Multiple H1s found: 2 | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780658116/65_gjtwlr.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780658116/66_l02jkd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780658117/67_gmll0z.png,,Needs Review,
/partners/servicenow,partners/servicenow/index.html,Celsior | AI-First Digital Engineering,Present,2,ServiceNow Implementation Partner • BFSI Intelligence | Structured Service Operations for Regulated Industries. On ServiceNow.,yes,no,no,no,no,Content/SEO: Multiple H1s found: 2 | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780679260/68_gpii48.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780679260/69_bacyze.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780679260/70_o0oezc.png,,Needs Review,
/risk-compliance,risk-compliance.html,Celsior | AI-First Digital Engineering,Present,1,Regulated by design. Resilient by architecture.,yes,no,no,no,no,Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779333813/21_kfyexy.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779333814/22_bivfvo.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779333813/23_qjsf2c.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779350173/7_otkdvq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779350173/8_v5zcla.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779350173/9_ilktg5.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344436/10_itipga.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344432/11_sc8d1p.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344433/12_sen1lr.png,,Needs Review,
/security-governance,security-governance.html,Celsior | Capabilities — AI-Led Engineering,Present,1,Pass audits without slowing down delivery. Deploy AI without regulatory risk.,yes,no,no,no,no,Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780032040/40_djh2cq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780032040/41_sxar5k.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780032040/42_ysyekf.png | Accessibility: Image missing alt text: https://plus.unsplash.com/premium_photo-1681843039768-0e22b7a031d5?q=80&w=1172&auto=format&fit=crop& | Accessibility: Image missing alt text: https://images.unsplash.com/photo-1460925895917-afdab827c52f?q=80&w=1115&auto=format&fit=crop&ixlib= | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646704/7_vmwgl8.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646705/8_tdax9f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646698/9_kwym5i.png | Accessibility: Image missing alt text: ${d.imgs.p1} | Accessibility: Image missing alt text: ${d.imgs.p2} | Accessibility: Image missing alt text: ${d.imgs.shield} | Accessibility: Image missing alt text: ${d.imgs.dash},,Needs Review,
/solutions/ai-upskilling,solutions/ai-upskilling/index.html,Celsior | Solutions — Managed Programs,Missing,1,The return on your AI investment depends entirely on whether your workforce can act on it. Celsior ensures they can.,yes,no,no,no,no,SEO: Missing meta description | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780294854/63f34698f565c005a29820ab6de35ef32cf5ac | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780295659/53_jo5x8m.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780295659/54_xggjcq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780295659/55_gjigb4.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780297225/22_ioe0kc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780297225/23_fpkwrt.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780297225/24_glizc1.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780298821/16_yfwmw4.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780298830/17_pysdef.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780298828/18_ju1rap.png,,Needs Review,
/solutions/gcc-and-nearshore,solutions/gcc-and-nearshore/index.html,Celsior | Solutions — Managed Programs,Missing,1,The engineering depth your programs need. On the time zone your teams can work with.,yes,no,no,no,no,SEO: Missing meta description | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780294854/63f34698f565c005a29820ab6de35ef32cf5ac | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780295659/53_jo5x8m.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780295659/54_xggjcq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780295659/55_gjigb4.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780297225/22_ioe0kc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780297225/23_fpkwrt.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780297225/24_glizc1.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780298821/16_yfwmw4.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780298830/17_pysdef.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780298828/18_ju1rap.png,,Needs Review,
/solutions,solutions/index.html,Celsior | Solutions — Managed Programs,Missing,1,Your platforms should deliver what they promised on day one. We make sure they do.,yes,no,no,no,no,SEO: Missing meta description | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778577642/e635f926-6c6b-4155-928d-bdf0cb79d91a_y | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579833/5_ohhyvq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579833/6_hfcvls.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579832/7_qpjayv.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585914/1_hkqc4o.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585913/2_sniefj.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585914/3_oi980a.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587408/1_d2ouxt.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587414/3_lwxxsk.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587408/2_jp1pcn.jpg,,Needs Review,
/solutions/managed-programs,solutions/managed-programs/index.html,Celsior | Solutions — Managed Programs,Missing,1,Your platforms should deliver what they promised on day one. We make sure they do.,yes,no,no,no,no,SEO: Missing meta description | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778577642/e635f926-6c6b-4155-928d-bdf0cb79d91a_y | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579833/5_ohhyvq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579833/6_hfcvls.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579832/7_qpjayv.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585914/1_hkqc4o.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585913/2_sniefj.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585914/3_oi980a.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587408/1_d2ouxt.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587414/3_lwxxsk.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587408/2_jp1pcn.jpg,,Needs Review,
/solutions/teams-as-a-service,solutions/teams-as-a-service/index.html,Celsior | Solutions — Managed Programs,Missing,1,Your platforms should deliver what they promised on day one. We make sure they do.,yes,no,no,no,no,SEO: Missing meta description | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778577642/e635f926-6c6b-4155-928d-bdf0cb79d91a_y | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579833/5_ohhyvq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579833/6_hfcvls.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579832/7_qpjayv.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585914/1_hkqc4o.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585913/2_sniefj.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585914/3_oi980a.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587408/1_d2ouxt.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587414/3_lwxxsk.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587408/2_jp1pcn.jpg,,Needs Review,
/solutions/technology-consulting,solutions/technology-consulting/index.html,Celsior | Solutions — Managed Programs,Missing,1,Technology architecture thatconverts risk into revenue.,yes,no,no,no,no,SEO: Missing meta description | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780249695/32faa031fdabfdb3c91ca67f2e0d7823640a0e | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780252592/46_oddjde.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780252592/47_krjlch.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780252592/48_o4b8a6.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780251918/19_pavhjn.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780251918/20_gr354f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780251918/21_k2om2y.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646704/7_vmwgl8.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646705/8_tdax9f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646698/9_kwym5i.png,,Needs Review,
/success-stories,success-stories/index.html,About Celsior — Celsior,Missing,1,Engineering Partner for Regulated Industries.,yes,no,no,no,no,SEO: Missing meta description,,Needs Review,
/teams-as-a-service,teams-as-a-service.html,Celsior | Solutions — Managed Programs,Missing,1,Your platforms should deliver what they promised on day one. We make sure they do.,yes,no,no,no,no,SEO: Missing meta description | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778577642/e635f926-6c6b-4155-928d-bdf0cb79d91a_y | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579833/5_ohhyvq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579833/6_hfcvls.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579832/7_qpjayv.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585914/1_hkqc4o.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585913/2_sniefj.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585914/3_oi980a.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587408/1_d2ouxt.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587414/3_lwxxsk.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587408/2_jp1pcn.jpg,,Needs Review,
/technology-consulting,technology-consulting.html,Celsior | Solutions — Managed Programs,Missing,1,Technology architecture thatconverts risk into revenue.,yes,no,no,no,no,SEO: Missing meta description | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780249695/32faa031fdabfdb3c91ca67f2e0d7823640a0e | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780252592/46_oddjde.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780252592/47_krjlch.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780252592/48_o4b8a6.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780251918/19_pavhjn.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780251918/20_gr354f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780251918/21_k2om2y.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646704/7_vmwgl8.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646705/8_tdax9f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646698/9_kwym5i.png,,Needs Review,
/what-we-solve,what-we-solve.html,AI Readiness — What We Solve | Celsior,Missing,1,AI Ambition. Zero Readiness Gap.,yes,no,no,no,no,SEO: Missing meta description,,Needs Review,
